1980-12-31 18:14 (Wednesday) | Place: City30 | go do nothing.
2069-06-25 17:26 (Tuesday) | Place: Nizhny Novgorod | go do nothing.
2062-03-30 08:49 (Thursday) | Place: City10 | go do nothing.
1950-07-21 08:44 (Friday) | Place: Tula | go do nothing.
1988-07-06 17:23 (Wednesday) | Place: City14 | go do nothing.
1996-09-29 10:44 (Sunday) | Place: Tomsk | go do nothing.
2055-05-20 19:22 (Thursday) | Place: City22 | go do nothing.
1956-07-11 18:35 (Wednesday) | Place: City27 | go do nothing.
1931-07-27 17:39 (Monday) | Place: Ufa | go do nothing.
1944-07-20 14:00 (Thursday) | Place: Kaliningrad | go do nothing.
2063-03-17 16:47 (Saturday) | Place: Orenburg | go do nothing.
2001-02-04 15:19 (Sunday) | Place: City22 | go do nothing.
1989-05-10 13:13 (Wednesday) | Place: Tula | go do nothing.
1958-12-22 13:08 (Monday) | Place: Penza | go do nothing.
2023-02-07 17:41 (Tuesday) | Place: Kemerovo | go do nothing.
2080-08-21 11:39 (Wednesday) | Place: Yekaterinburg | go do nothing.
1939-02-08 19:38 (Wednesday) | Place: City27 | go do nothing.
1903-02-12 14:05 (Thursday) | Place: Krasnoyarsk | go do nothing.
1902-12-28 15:47 (Sunday) | Place: City29 | go do nothing.
1919-09-23 09:39 (Tuesday) | Place: Barnaul | go do nothing.
2003-06-26 19:49 (Thursday) | Place: City13 | go do nothing.
2074-10-11 09:14 (Thursday) | Place: Lipetsk | go do nothing.
1934-07-12 17:55 (Thursday) | Place: Ulyanovsk | go do nothing.
1981-11-29 13:57 (Sunday) | Place: Samara | go do nothing.
2027-04-19 17:18 (Monday) | Place: City15 | go do nothing.
1923-10-23 08:46 (Tuesday) | Place: Ryazan | go do nothing.
1929-09-25 14:03 (Wednesday) | Place: City12 | go do nothing.
1912-02-20 18:59 (Tuesday) | Place: Novosibirsk | go do nothing.
2021-04-14 09:38 (Wednesday) | Place: Lipetsk | go do nothing.
1951-03-01 13:14 (Thursday) | Place: Ufa | go do nothing.
1994-09-27 10:42 (Tuesday) | Place: City19 | go do nothing.
1936-04-26 11:51 (Sunday) | Place: City22 | go do nothing.
2015-09-09 14:53 (Wednesday) | Place: City29 | go do nothing.
2061-11-13 17:33 (Sunday) | Place: Barnaul | go do nothing.
1936-10-13 14:26 (Tuesday) | Place: City9 | go do nothing.
1988-11-18 14:14 (Friday) | Place: Cheboksary | go do nothing.
2074-10-23 11:24 (Tuesday) | Place: Omsk | go do nothing.
1957-03-05 19:21 (Tuesday) | Place: Saint Pyotrsburg | go do nothing.
2031-12-04 11:03 (Thursday) | Place: Perm | go do nothing.
2083-03-07 16:12 (Sunday) | Place: City22 | go do nothing.
1972-06-28 19:24 (Wednesday) | Place: Voronezh | go do nothing.
2076-06-25 09:10 (Thursday) | Place: Makhachkala | go do nothing.
2037-06-08 13:22 (Monday) | Place: Orenburg | go do nothing.
2033-12-25 11:08 (Sunday) | Place: City18 | go do nothing.
1945-09-28 12:46 (Friday) | Place: Ufa | go do nothing.
1969-03-25 13:46 (Tuesday) | Place: Khabarovsk | go do nothing.
2073-11-30 14:09 (Thursday) | Place: Ryazan | go do nothing.
2013-12-04 17:39 (Wednesday) | Place: City15 | go do nothing.
2020-02-12 09:57 (Wednesday) | Place: City3 | go do nothing.
1927-08-03 11:23 (Wednesday) | Place: City12 | go do nothing.
1969-07-31 14:09 (Thursday) | Place: Kemerovo | go do nothing.
1986-11-16 14:28 (Sunday) | Place: City8 | go do nothing.
1972-07-31 12:33 (Monday) | Place: City8 | go do nothing.
1990-12-10 14:13 (Monday) | Place: Krasnoyarsk | go do nothing.
2054-02-20 08:37 (Friday) | Place: City34 | go do nothing.
2037-04-04 13:23 (Saturday) | Place: Omsk | go do nothing.
1946-10-20 12:24 (Sunday) | Place: City13 | go do nothing.
2082-05-20 11:57 (Wednesday) | Place: Ryazan | go do nothing.
2023-05-02 17:09 (Tuesday) | Place: Yekaterinburg | go do nothing.
2004-11-23 08:30 (Tuesday) | Place: Krasnoyarsk | go do nothing.
1926-06-24 14:38 (Thursday) | Place: Kirov | go do nothing.
2096-10-13 11:56 (Saturday) | Place: Krasnoyarsk | go do nothing.
1916-09-05 16:40 (Tuesday) | Place: Makhachkala | go do nothing.
2089-02-15 12:40 (Tuesday) | Place: City34 | go do nothing.
2093-04-19 19:10 (Sunday) | Place: Krasnodar | go do nothing.
2027-03-11 14:44 (Thursday) | Place: Rostov-on-Don | go do nothing.
1998-03-22 17:50 (Sunday) | Place: Lipetsk | go do nothing.
2060-01-09 10:38 (Friday) | Place: City26 | go do nothing.
1965-02-10 09:32 (Wednesday) | Place: Krasnoyarsk | go do nothing.
1914-05-10 17:59 (Sunday) | Place: City27 | go do nothing.
2094-07-13 09:06 (Tuesday) | Place: Tyumen | go do nothing.
1937-04-18 15:07 (Sunday) | Place: City17 | go do nothing.
2062-06-24 15:06 (Saturday) | Place: Orenburg | go do nothing.
1929-04-20 18:47 (Saturday) | Place: Kemerovo | go do nothing.
1951-02-28 17:40 (Wednesday) | Place: Barnaul | go do nothing.
1912-12-22 13:26 (Sunday) | Place: Penza | go do nothing.
2028-06-29 15:34 (Thursday) | Place: City6 | go do nothing.
2000-10-02 13:50 (Monday) | Place: City18 | go do nothing.
1906-11-25 17:30 (Sunday) | Place: City10 | go do nothing.
2087-05-07 10:30 (Wednesday) | Place: Saratov | go do nothing.
1931-04-07 18:26 (Tuesday) | Place: City15 | go do nothing.
2036-05-13 10:03 (Tuesday) | Place: Izhevsk | go do nothing.
1918-06-18 18:28 (Tuesday) | Place: City17 | go do nothing.
1949-09-07 12:35 (Wednesday) | Place: City27 | go do nothing.
2020-08-11 11:48 (Tuesday) | Place: Volgograd | go do nothing.
2082-12-26 15:24 (Saturday) | Place: Nizhny Novgorod | go do nothing.
2012-07-07 09:46 (Saturday) | Place: Vladivostok | go do nothing.
1998-08-25 19:47 (Tuesday) | Place: Perm | go do nothing.
2068-05-25 09:49 (Friday) | Place: City5 | go do nothing.
1945-08-17 10:45 (Friday) | Place: City2 | go do nothing.
1927-05-17 15:04 (Tuesday) | Place: Saint Pyotrsburg | go do nothing.
2092-03-01 12:55 (Saturday) | Place: City31 | go do nothing.
1912-05-01 16:07 (Wednesday) | Place: Chelyabinsk | go do nothing.
2053-07-26 16:53 (Saturday) | Place: City25 | go do nothing.
1915-04-22 15:36 (Thursday) | Place: City31 | go do nothing.
1973-01-21 16:07 (Sunday) | Place: Saint Pyotrsburg | go do nothing.
1911-03-08 16:24 (Wednesday) | Place: City33 | go do nothing.
1906-01-29 16:15 (Monday) | Place: City11 | go do nothing.
1996-04-28 15:23 (Sunday) | Place: Novosibirsk | go do nothing.
2012-04-10 12:20 (Tuesday) | Place: City11 | go do nothing.
2005-07-09 09:25 (Saturday) | Place: Astrakhan | go do nothing.
2085-09-18 12:46 (Tuesday) | Place: City5 | go do nothing.
2045-06-26 13:05 (Monday) | Place: City24 | go do nothing.
2061-03-31 14:01 (Thursday) | Place: City23 | go do nothing.
1916-08-30 11:44 (Wednesday) | Place: Krasnodar | go do nothing.
1984-10-07 10:10 (Sunday) | Place: Penza | go do nothing.
2003-09-15 16:57 (Monday) | Place: Irkutsk | go do nothing.
2090-05-25 16:16 (Thursday) | Place: City10 | go do nothing.
2023-01-30 13:17 (Monday) | Place: Tyumen | go do nothing.
1908-06-12 17:15 (Friday) | Place: City17 | go do nothing.
2069-04-23 19:38 (Tuesday) | Place: Saint Pyotrsburg | go do nothing.
1910-11-27 12:18 (Sunday) | Place: Moscow | go do nothing.
1930-08-25 15:43 (Monday) | Place: City12 | go do nothing.
1940-12-14 15:59 (Saturday) | Place: Krasnodar | go do nothing.
1994-05-29 11:22 (Sunday) | Place: Ulyanovsk | go do nothing.
2031-11-10 17:06 (Monday) | Place: City17 | go do nothing.
2074-01-14 17:40 (Sunday) | Place: Tomsk | go do nothing.
2079-11-21 10:31 (Tuesday) | Place: Vladivostok | go do nothing.
2081-04-02 14:37 (Wednesday) | Place: Ufa | go do nothing.
2071-11-27 13:58 (Friday) | Place: City8 | go do nothing.
1925-05-22 19:19 (Friday) | Place: Kirov | go do nothing.
2057-07-17 11:35 (Tuesday) | Place: Orenburg | go do nothing.
1963-04-06 19:31 (Saturday) | Place: City20 | go do nothing.
1941-02-23 18:54 (Sunday) | Place: City18 | go do nothing.
2059-09-12 19:03 (Friday) | Place: City7 | go do nothing.
2089-10-16 09:03 (Sunday) | Place: City2 | go do nothing.
1911-09-11 13:12 (Monday) | Place: Orenburg | go do nothing.
2016-03-19 16:48 (Saturday) | Place: Nizhny Novgorod | go do nothing.
1938-03-05 13:52 (Saturday) | Place: City21 | go do nothing.
1943-08-21 14:05 (Saturday) | Place: Moscow | go do nothing.
2049-11-27 13:07 (Saturday) | Place: City20 | go do nothing.
1960-03-24 13:41 (Thursday) | Place: Nizhny Novgorod | go do nothing.
1998-10-19 15:38 (Monday) | Place: Voronezh | go do nothing.
1919-09-10 10:50 (Wednesday) | Place: Penza | go do nothing.
1973-03-09 12:45 (Friday) | Place: Samara | go do nothing.
2012-04-30 18:32 (Monday) | Place: City33 | go do nothing.
1979-09-29 18:07 (Saturday) | Place: Omsk | go do nothing.
2083-07-28 16:00 (Wednesday) | Place: City14 | go do nothing.
2034-03-19 15:43 (Sunday) | Place: City10 | go do nothing.
2031-09-25 11:57 (Thursday) | Place: City30 | go do nothing.
1915-04-07 18:05 (Wednesday) | Place: City16 | go do nothing.
2091-01-01 14:47 (Monday) | Place: City12 | go do nothing.
1963-11-14 15:46 (Thursday) | Place: Khabarovsk | go do nothing.
1972-03-04 11:31 (Saturday) | Place: Moscow | go do nothing.
2078-10-21 16:09 (Friday) | Place: City33 | go do nothing.
2012-05-23 11:48 (Wednesday) | Place: City1 | go do nothing.
2088-08-09 18:32 (Monday) | Place: City24 | go do nothing.
1927-08-13 11:23 (Saturday) | Place: Tyumen | go do nothing.
2089-11-25 14:09 (Friday) | Place: Krasnoyarsk | go do nothing.
2071-09-16 15:43 (Wednesday) | Place: City10 | go do nothing.
1901-12-03 11:47 (Tuesday) | Place: Volgograd | go do nothing.
2071-07-24 18:19 (Friday) | Place: Krasnoyarsk | go do nothing.
2013-03-04 16:27 (Monday) | Place: Barnaul | go do nothing.
1917-08-02 15:33 (Thursday) | Place: Nizhny Novgorod | go do nothing.
2080-02-26 15:33 (Monday) | Place: City16 | go do nothing.
1993-09-17 13:50 (Friday) | Place: Omsk | go do nothing.
2001-05-22 09:30 (Tuesday) | Place: Ulyanovsk | go do nothing.
2004-01-08 14:08 (Thursday) | Place: Cheboksary | go do nothing.
2008-08-01 13:10 (Friday) | Place: City14 | go do nothing.
1901-12-17 14:08 (Tuesday) | Place: Ulyanovsk | go do nothing.
2092-06-29 16:54 (Sunday) | Place: Vladivostok | go do nothing.
2054-10-24 14:57 (Saturday) | Place: Astrakhan | go do nothing.
1970-08-30 11:11 (Sunday) | Place: City19 | go do nothing.
1933-09-27 10:28 (Wednesday) | Place: Izhevsk | go do nothing.
1955-11-26 09:40 (Saturday) | Place: City23 | go do nothing.
1984-12-22 13:05 (Saturday) | Place: City17 | go do nothing.
2037-10-22 11:11 (Thursday) | Place: Krasnoyarsk | go do nothing.
2070-03-12 15:52 (Wednesday) | Place: City1 | go do nothing.
2079-06-29 11:57 (Thursday) | Place: Tyumen | go do nothing.
2033-04-09 12:50 (Saturday) | Place: City25 | go do nothing.
2035-07-17 11:15 (Tuesday) | Place: Perm | go do nothing.
1933-04-25 15:10 (Tuesday) | Place: City23 | go do nothing.
2004-12-13 18:48 (Monday) | Place: City2 | go do nothing.
1906-10-30 17:28 (Tuesday) | Place: City21 | go do nothing.
2052-04-13 16:05 (Saturday) | Place: Tyumen | go do nothing.
1952-11-27 14:25 (Thursday) | Place: City30 | go do nothing.
2019-04-25 10:49 (Thursday) | Place: City14 | go do nothing.
1917-11-28 18:06 (Wednesday) | Place: Astrakhan | go do nothing.
1918-11-10 11:50 (Sunday) | Place: City6 | go do nothing.
1910-09-05 17:40 (Monday) | Place: City14 | go do nothing.
1924-08-27 15:03 (Wednesday) | Place: Tyumen | go do nothing.
1954-07-17 08:32 (Saturday) | Place: Nizhny Novgorod | go do nothing.
1995-09-25 14:52 (Monday) | Place: Saint Pyotrsburg | go do nothing.
1925-04-15 14:04 (Wednesday) | Place: Yekaterinburg | go do nothing.
2033-08-10 10:30 (Wednesday) | Place: City30 | go do nothing.
2027-07-09 18:48 (Friday) | Place: Moscow | go do nothing.
1946-06-05 08:39 (Wednesday) | Place: Saint Pyotrsburg | go do nothing.
1992-02-22 15:00 (Saturday) | Place: City31 | go do nothing.
2013-03-22 09:10 (Friday) | Place: Barnaul | go do nothing.
2074-10-04 14:55 (Thursday) | Place: City31 | go do nothing.
2085-03-07 16:11 (Wednesday) | Place: Yekaterinburg | go do nothing.
2046-11-07 10:59 (Wednesday) | Place: Barnaul | go do nothing.
2033-12-21 14:40 (Wednesday) | Place: Voronezh | go do nothing.
1938-11-16 11:49 (Wednesday) | Place: City13 | go do nothing.
1985-05-28 14:52 (Tuesday) | Place: Omsk | go do nothing.
2085-12-13 10:26 (Thursday) | Place: City21 | go do nothing.
1942-09-03 14:54 (Thursday) | Place: City21 | go do nothing.
2004-03-21 19:28 (Sunday) | Place: City12 | go do nothing.
2085-07-05 18:34 (Thursday) | Place: Kemerovo | go do nothing.
1995-04-16 08:34 (Sunday) | Place: Kazan | go do nothing.
1938-07-16 16:46 (Saturday) | Place: Tyumen | go do nothing.
1955-11-06 09:23 (Sunday) | Place: Khabarovsk | go do nothing.
2094-11-08 17:58 (Monday) | Place: City32 | go do nothing.
1916-02-05 18:49 (Saturday) | Place: Nizhny Novgorod | go do nothing.
1971-12-28 13:31 (Tuesday) | Place: Saratov | go do nothing.
1984-08-12 13:17 (Sunday) | Place: City26 | go do nothing.
2077-02-26 12:31 (Friday) | Place: City28 | go do nothing.
2079-10-22 13:55 (Sunday) | Place: Samara | go do nothing.
1957-09-05 10:55 (Thursday) | Place: Cheboksary | go do nothing.
1919-01-09 18:13 (Thursday) | Place: Makhachkala | go do nothing.
1935-09-16 15:08 (Monday) | Place: Moscow | go do nothing.
1954-06-13 12:51 (Sunday) | Place: Voronezh | go do nothing.
1969-06-19 08:50 (Thursday) | Place: City31 | go do nothing.
2038-06-07 17:52 (Monday) | Place: Kaliningrad | go do nothing.
2044-06-02 09:25 (Thursday) | Place: City31 | go do nothing.
1991-02-12 12:18 (Tuesday) | Place: City3 | go do nothing.
1957-08-11 16:53 (Sunday) | Place: Omsk | go do nothing.
2094-02-16 08:36 (Tuesday) | Place: Volgograd | go do nothing.
2033-01-01 15:00 (Saturday) | Place: City8 | go do nothing.
1919-02-26 19:27 (Wednesday) | Place: City26 | go do nothing.
2083-09-14 16:22 (Tuesday) | Place: Irkutsk | go do nothing.
1999-09-12 11:02 (Sunday) | Place: Krasnoyarsk | go do nothing.
2065-05-16 11:34 (Saturday) | Place: City34 | go do nothing.
1953-07-25 14:13 (Saturday) | Place: City18 | go do nothing.
1939-11-26 17:52 (Sunday) | Place: City29 | go do nothing.
2072-11-20 09:25 (Sunday) | Place: Makhachkala | go do nothing.
1925-11-30 11:07 (Monday) | Place: City12 | go do nothing.
1940-02-19 10:25 (Monday) | Place: Volgograd | go do nothing.
2018-06-22 08:36 (Friday) | Place: Samara | go do nothing.
2034-04-22 18:56 (Saturday) | Place: Cheboksary | go do nothing.
2064-12-02 17:34 (Tuesday) | Place: City13 | go do nothing.
1981-09-11 18:39 (Friday) | Place: Tula | go do nothing.
1929-04-12 13:37 (Friday) | Place: City5 | go do nothing.
2071-05-05 12:42 (Tuesday) | Place: Makhachkala | go do nothing.
2099-11-19 09:21 (Thursday) | Place: Saratov | go do nothing.
1927-07-05 18:02 (Tuesday) | Place: Makhachkala | go do nothing.
2047-07-10 16:48 (Wednesday) | Place: City2 | go do nothing.
1927-08-17 13:05 (Wednesday) | Place: City2 | go do nothing.
2032-10-28 17:32 (Thursday) | Place: City18 | go do nothing.
2024-09-25 10:47 (Wednesday) | Place: City23 | go do nothing.
1946-04-20 09:49 (Saturday) | Place: Saratov | go do nothing.
2063-10-28 19:41 (Sunday) | Place: City26 | go do nothing.
2023-02-18 12:59 (Saturday) | Place: Rostov-on-Don | go do nothing.
1915-06-10 12:38 (Thursday) | Place: Lipetsk | go do nothing.
1922-03-26 09:52 (Sunday) | Place: Kazan | go do nothing.
2029-02-23 16:40 (Friday) | Place: City25 | go do nothing.
1908-01-05 10:03 (Sunday) | Place: City29 | go do nothing.
1910-07-25 10:46 (Monday) | Place: City8 | go do nothing.
1941-11-05 17:35 (Wednesday) | Place: Cheboksary | go do nothing.
1953-03-29 11:20 (Sunday) | Place: City11 | go do nothing.
1958-09-18 13:55 (Thursday) | Place: City21 | go do nothing.
2050-06-30 09:35 (Thursday) | Place: City24 | go do nothing.
1946-09-05 15:42 (Thursday) | Place: Saratov | go do nothing.
2093-06-14 18:03 (Sunday) | Place: Tomsk | go do nothing.
2098-12-22 10:30 (Monday) | Place: Kirov | go do nothing.
2085-02-15 15:33 (Thursday) | Place: City5 | go do nothing.
1924-10-02 09:50 (Thursday) | Place: City28 | go do nothing.
2010-07-09 08:55 (Friday) | Place: City12 | go do nothing.
1923-07-17 13:07 (Tuesday) | Place: Nizhny Novgorod | go do nothing.
1988-06-19 16:27 (Sunday) | Place: City2 | go do nothing.
2083-01-23 18:56 (Saturday) | Place: City32 | go do nothing.
1917-04-25 16:59 (Wednesday) | Place: City23 | go do nothing.
1903-08-01 16:38 (Saturday) | Place: City5 | go do nothing.
2039-07-31 14:18 (Sunday) | Place: Volgograd | go do nothing.
1903-11-28 13:03 (Saturday) | Place: City6 | go do nothing.
2014-06-13 14:09 (Friday) | Place: City10 | go do nothing.
1966-04-20 18:41 (Wednesday) | Place: Astrakhan | go do nothing.
2072-09-01 16:01 (Thursday) | Place: Nizhny Novgorod | go do nothing.
2099-02-01 13:10 (Sunday) | Place: Volgograd | go do nothing.
2040-12-13 15:01 (Thursday) | Place: Astrakhan | go do nothing.
1972-08-14 13:57 (Monday) | Place: Irkutsk | go do nothing.
2009-05-30 19:09 (Saturday) | Place: City1 | go do nothing.
1942-01-22 18:16 (Thursday) | Place: Kirov | go do nothing.
2022-07-21 13:50 (Thursday) | Place: Makhachkala | go do nothing.
2039-07-20 17:05 (Wednesday) | Place: City1 | go do nothing.
2059-11-16 19:30 (Sunday) | Place: Barnaul | go do nothing.
1951-01-28 15:21 (Sunday) | Place: Ufa | go do nothing.
2039-11-16 12:39 (Wednesday) | Place: City7 | go do nothing.
2091-04-28 09:39 (Saturday) | Place: City18 | go do nothing.
1985-04-01 11:42 (Monday) | Place: City20 | go do nothing.
2021-09-20 10:12 (Monday) | Place: Kaliningrad | go do nothing.
2036-03-05 17:53 (Wednesday) | Place: Chelyabinsk | go do nothing.
1954-01-01 16:58 (Friday) | Place: City22 | go do nothing.
1923-08-24 09:46 (Friday) | Place: Cheboksary | go do nothing.
1955-11-30 13:19 (Wednesday) | Place: City3 | go do nothing.
1956-06-18 16:25 (Monday) | Place: City11 | go do nothing.
1972-06-17 18:56 (Saturday) | Place: Astrakhan | go do nothing.
1956-10-18 08:54 (Thursday) | Place: Penza | go do nothing.
2035-04-28 19:45 (Saturday) | Place: Krasnodar | go do nothing.
2027-02-26 14:55 (Friday) | Place: City12 | go do nothing.
2078-04-14 19:42 (Thursday) | Place: Tyumen | go do nothing.
1977-05-06 19:46 (Friday) | Place: Kaliningrad | go do nothing.
2059-08-19 14:50 (Tuesday) | Place: Krasnoyarsk | go do nothing.
2082-07-27 14:02 (Monday) | Place: City22 | go do nothing.
2085-12-22 19:19 (Saturday) | Place: City10 | go do nothing.
1912-03-05 12:36 (Tuesday) | Place: Ryazan | go do nothing.
2042-12-23 18:17 (Tuesday) | Place: Kirov | go do nothing.
2011-09-22 19:32 (Thursday) | Place: City13 | go do nothing.
1967-09-08 11:13 (Friday) | Place: Perm | go do nothing.
2041-02-12 15:32 (Tuesday) | Place: City9 | go do nothing.
1983-02-25 14:22 (Friday) | Place: City16 | go do nothing.
1996-04-26 11:42 (Friday) | Place: Irkutsk | go do nothing.
1960-01-31 13:01 (Sunday) | Place: Krasnodar | go do nothing.
1904-05-05 12:31 (Thursday) | Place: Omsk | go do nothing.
2081-01-30 18:40 (Thursday) | Place: Penza | go do nothing.
2011-11-03 12:33 (Thursday) | Place: City29 | go do nothing.
2060-04-19 08:51 (Monday) | Place: City12 | go do nothing.
1955-06-14 12:19 (Tuesday) | Place: City5 | go do nothing.
2000-12-19 10:05 (Tuesday) | Place: City11 | go do nothing.
2082-06-03 09:37 (Wednesday) | Place: Khabarovsk | go do nothing.
2047-01-09 16:34 (Wednesday) | Place: Saint Pyotrsburg | go do nothing.
2043-01-09 11:37 (Friday) | Place: Orenburg | go do nothing.
1982-08-21 15:39 (Saturday) | Place: Volgograd | go do nothing.
1949-09-12 15:05 (Monday) | Place: Volgograd | go do nothing.
2011-12-29 17:55 (Thursday) | Place: Chelyabinsk | go do nothing.
2055-09-08 09:20 (Wednesday) | Place: City32 | go do nothing.
2054-12-28 15:42 (Monday) | Place: Naberezhnye Chelny | go do nothing.
2058-03-31 11:12 (Sunday) | Place: Nizhny Novgorod | go do nothing.
1963-08-15 18:17 (Thursday) | Place: City19 | go do nothing.
2001-02-14 13:08 (Wednesday) | Place: City13 | go do nothing.
1986-07-26 16:25 (Saturday) | Place: City28 | go do nothing.
1999-06-28 17:51 (Monday) | Place: City27 | go do nothing.
2073-06-18 13:42 (Sunday) | Place: City21 | go do nothing.
1914-09-24 11:02 (Thursday) | Place: City2 | go do nothing.
1926-11-13 18:00 (Saturday) | Place: City29 | go do nothing.
2097-12-10 12:00 (Tuesday) | Place: Kazan | go do nothing.
1955-11-02 10:32 (Wednesday) | Place: City28 | go do nothing.
2073-09-27 16:32 (Wednesday) | Place: Novosibirsk | go do nothing.
1915-01-18 13:37 (Monday) | Place: Izhevsk | go do nothing.
1975-03-24 11:16 (Monday) | Place: City21 | go do nothing.
2052-05-30 18:35 (Thursday) | Place: City22 | go do nothing.
2071-03-13 19:37 (Friday) | Place: Kemerovo | go do nothing.
1945-05-09 16:17 (Wednesday) | Place: Moscow | go do nothing.
1936-08-11 18:55 (Tuesday) | Place: City14 | go do nothing.
2032-10-27 14:49 (Wednesday) | Place: Nizhny Novgorod | go do nothing.
2050-11-22 17:51 (Tuesday) | Place: Chelyabinsk | go do nothing.
1995-01-30 16:38 (Monday) | Place: City13 | go do nothing.
2083-01-20 18:52 (Wednesday) | Place: City12 | go do nothing.
1950-05-19 09:44 (Friday) | Place: Novosibirsk | go do nothing.
1983-03-13 19:40 (Sunday) | Place: City26 | go do nothing.
2059-04-09 15:15 (Wednesday) | Place: Makhachkala | go do nothing.
1988-08-19 08:37 (Friday) | Place: City29 | go do nothing.
2055-10-11 08:52 (Monday) | Place: Vladivostok | go do nothing.
2004-11-06 10:15 (Saturday) | Place: City15 | go do nothing.
2075-05-27 19:48 (Monday) | Place: City10 | go do nothing.
2023-06-15 18:25 (Thursday) | Place: City15 | go do nothing.
1931-12-10 18:06 (Thursday) | Place: City15 | go do nothing.
1920-06-10 17:34 (Thursday) | Place: City34 | go do nothing.
1974-03-20 16:54 (Wednesday) | Place: City12 | go do nothing.
1910-06-08 14:54 (Wednesday) | Place: Ufa | go do nothing.
2011-05-10 10:59 (Tuesday) | Place: Omsk | go do nothing.
1939-04-11 16:50 (Tuesday) | Place: Irkutsk | go do nothing.
2003-04-09 17:21 (Wednesday) | Place: City30 | go do nothing.
2088-01-27 08:42 (Tuesday) | Place: City22 | go do nothing.
2046-02-03 12:05 (Saturday) | Place: City17 | go do nothing.
1955-03-05 09:06 (Saturday) | Place: City34 | go do nothing.
1937-11-22 16:51 (Monday) | Place: Kaliningrad | go do nothing.
1980-07-10 16:37 (Thursday) | Place: City2 | go do nothing.
1996-02-13 13:27 (Tuesday) | Place: City22 | go do nothing.
2037-01-22 15:03 (Thursday) | Place: City15 | go do nothing.
1933-08-16 15:35 (Wednesday) | Place: Ufa | go do nothing.
2053-02-28 08:30 (Friday) | Place: City30 | go do nothing.
2022-12-13 13:42 (Tuesday) | Place: City26 | go do nothing.
1937-10-26 19:30 (Tuesday) | Place: Khabarovsk | go do nothing.
2025-08-06 16:45 (Wednesday) | Place: City9 | go do nothing.
1925-12-17 19:19 (Thursday) | Place: Barnaul | go do nothing.
2067-10-28 13:01 (Friday) | Place: City10 | go do nothing.
1905-05-27 10:30 (Saturday) | Place: City1 | go do nothing.
1954-04-29 14:46 (Thursday) | Place: Ulyanovsk | go do nothing.
1957-06-28 13:44 (Friday) | Place: Voronezh | go do nothing.
1958-03-08 09:46 (Saturday) | Place: Omsk | go do nothing.
2027-12-03 17:16 (Friday) | Place: Cheboksary | go do nothing.
1929-06-07 19:18 (Friday) | Place: City26 | go do nothing.
1953-05-30 10:39 (Saturday) | Place: Kirov | go do nothing.
1957-09-23 12:27 (Monday) | Place: City30 | go do nothing.
2061-12-26 16:10 (Monday) | Place: City1 | go do nothing.
1919-03-21 14:30 (Friday) | Place: Irkutsk | go do nothing.
2006-11-30 15:29 (Thursday) | Place: Voronezh | go do nothing.
1928-07-15 16:18 (Sunday) | Place: Voronezh | go do nothing.
1919-11-03 14:52 (Monday) | Place: Omsk | go do nothing.
2003-04-02 19:55 (Wednesday) | Place: City7 | go do nothing.
1959-05-16 15:26 (Saturday) | Place: Krasnodar | go do nothing.
1908-11-15 15:15 (Sunday) | Place: Lipetsk | go do nothing.
2030-09-22 17:19 (Sunday) | Place: City15 | go do nothing.
2052-12-10 14:44 (Tuesday) | Place: City16 | go do nothing.
1960-09-06 15:15 (Tuesday) | Place: City29 | go do nothing.
2036-11-03 16:32 (Monday) | Place: City19 | go do nothing.
1914-07-01 17:27 (Wednesday) | Place: City4 | go do nothing.
2019-07-13 13:35 (Saturday) | Place: City11 | go do nothing.
1936-12-16 13:34 (Wednesday) | Place: Ufa | go do nothing.
2020-07-07 11:38 (Tuesday) | Place: Astrakhan | go do nothing.
2000-12-07 14:06 (Thursday) | Place: City9 | go do nothing.
2031-02-14 13:00 (Friday) | Place: Irkutsk | go do nothing.
2083-08-12 13:41 (Thursday) | Place: Kaliningrad | go do nothing.
1955-02-16 14:42 (Wednesday) | Place: City13 | go do nothing.
2017-08-24 15:07 (Thursday) | Place: City21 | go do nothing.
2062-02-03 14:45 (Friday) | Place: City22 | go do nothing.
2051-01-19 17:26 (Thursday) | Place: Ufa | go do nothing.
1964-01-19 11:41 (Sunday) | Place: Cheboksary | go do nothing.
2055-05-03 13:26 (Monday) | Place: Volgograd | go do nothing.
2024-03-31 17:42 (Sunday) | Place: City24 | go do nothing.
2044-10-18 17:20 (Tuesday) | Place: City22 | go do nothing.
1910-09-23 17:31 (Friday) | Place: Saratov | go do nothing.
1936-08-27 18:31 (Thursday) | Place: Volgograd | go do nothing.
1960-02-02 10:02 (Tuesday) | Place: Ulyanovsk | go do nothing.
1961-11-23 16:23 (Thursday) | Place: Voronezh | go do nothing.
2067-06-30 12:09 (Thursday) | Place: City4 | go do nothing.
1977-02-13 15:29 (Sunday) | Place: City34 | go do nothing.
1990-02-04 15:07 (Sunday) | Place: Kazan | go do nothing.
1971-06-12 11:28 (Saturday) | Place: City9 | go do nothing.
2052-05-24 17:42 (Friday) | Place: Khabarovsk | go do nothing.
2087-01-17 11:33 (Friday) | Place: Chelyabinsk | go do nothing.
2066-06-27 12:09 (Sunday) | Place: City12 | go do nothing.
2008-02-21 17:10 (Thursday) | Place: Khabarovsk | go do nothing.
1997-01-30 19:47 (Thursday) | Place: Voronezh | go do nothing.
2000-03-23 16:17 (Thursday) | Place: City1 | go do nothing.
